Name,MS_Directory,SynthesizedBeam,FITS_File,BMAJ_arcsec,Weighting
NGC4388,NGC4388_12m_co32.ms,0.13933362797961577,NGC4388_12m_co32_pbcorr_trimmed.fits,0.34068316474508403,natural
NGC5728,NGC5728_12m_co32.ms,0.29886950456815486,NGC5728_12m_co32_pbcorr_trimmed.fits,0.38976967860408,briggs
NGC6814,NGC6814_12m_co32.ms,0.10621977578517651,NGC6814_12m_co32_pbcorr_trimmed.fits,0.122942428437348,briggs
